seqnames	start	end	width	strand	id
genome	45077	45635	558	1	SPT_0062
genome	45747	47010	1263	1	SPT_0063
genome	47082	47580	498	1	SPT_0064
genome	47604	48420	816	1	SPT_0065
genome	48564	49533	969	1	SPT_0066
genome	50076	50310	234	-1	SPT_0067
genome	50267	50594	327	-1	SPT_0068
genome	50633	50948	315	-1	SPT_0069
genome	51239	53873	2634	1	SPT_0070
genome	53957	54395	438	1	SPT_0071
genome	54577	55588	1011	-1	SPT_0072
genome	55736	56906	1170	1	SPT_0073
genome	56902	57673	771	1	SPT_0074
genome	57669	58662	993	1	SPT_0075
genome	58667	58901	234	1	SPT_0076
genome	58943	59237	294	1	SPT_0077
genome	59439	59670	231	1	SPT_0078
genome	59672	59798	126	1	SPT_0079
genome	60384	62538	2154	1	SPT_0080
genome	62550	63900	1350	1	SPT_0081
genome	64069	64777	708	1	SPT_0082
genome	64787	64922	135	1	SPT_0083
genome	64978	68704	3726	1	SPT_0084
genome	68796	70239	1443	1	SPT_0085
genome	70275	71298	1023	1	SPT_0086
genome	71294	71840	546	1	SPT_0087
genome	71923	72433	510	1	SPT_0088
genome	72457	74005	1548	1	SPT_0089
genome	74126	75389	1263	1	SPT_0090
genome	75791	76280	489	1	SPT_0091
genome	76266	77358	1092	1	SPT_0092
genome	77367	77595	228	1	SPT_0093
genome	77657	78956	1299	1	SPT_0094
genome	79010	82949	3939	-1	SPT_0095
genome	83264	84008	744	-1	SPT_0096
genome	84328	86116	1788	1	SPT_0097
genome	86112	86589	477	1	SPT_0098
genome	86616	87522	906	1	SPT_0099
genome	87508	88324	816	1	SPT_0100
genome	88330	88735	405	1	SPT_0101
genome	89028	90195	1167	1	SPT_0102
genome	90310	91348	1038	1	SPT_0103
genome	91554	92409	855	1	SPT_0104
genome	92558	92816	258	1	SPT_0105
genome	92857	93220	363	-1	SPT_0106
genome	93273	93570	297	-1	SPT_0107
genome	93559	93679	120	-1	SPT_0108
genome	93790	94555	765	1	SPT_0109
genome	94794	94947	153	-1	SPT_0110
genome	95164	96544	1380	1	SPT_0111
genome	96557	97223	666	1	SPT_0112
genome	97357	97516	159	1	SPT_0113
genome	98709	101739	3030	1	SPT_0116
genome	101905	102604	699	1	SPT_0117
genome	102600	103653	1053	1	SPT_0118
genome	103847	104459	612	1	SPT_0119
genome	105224	105485	261	1	SPT_0120
genome	105438	105660	222	1	SPT_0121
genome	105948	106908	960	1	SPT_0122
genome	106921	107845	924	1	SPT_0123
genome	108102	109578	1476	1	SPT_0124
genome	109849	110836	987	1	SPT_0125
genome	111110	111971	861	1	SPT_0126
genome	112357	112522	165	1	SPT_0127
genome	113247	114594	1347	1	SPT_0128
genome	115515	115641	126	1	SPT_0129
genome	115665	115863	198	1	SPT_0130
genome	116099	117164	1065	-1	SPT_0131
genome	117226	118138	912	-1	SPT_0132
genome	118130	118724	594	-1	SPT_0133
genome	118710	119037	327	-1	SPT_0134
genome	119175	120342	1167	-1	SPT_0135
genome	120492	121557	1065	1	SPT_0136
genome	121598	123449	1851	1	SPT_0137
genome	123798	124431	633	-1	SPT_0138
genome	124452	125325	873	-1	SPT_0139
genome	125333	126005	672	-1	SPT_0140
genome	126246	126834	588	1	SPT_0141
genome	126885	127206	321	-1	SPT_0142
genome	127657	127906	249	1	SPT_0143
genome	127960	130069	2109	1	SPT_0144
genome	130065	130707	642	1	SPT_0145
genome	130913	131720	807	1	SPT_0146
genome	131736	132156	420	1	SPT_0147
genome	132445	132766	321	-1	SPT_0148
genome	133524	133893	369	1	SPT_0149
genome	134292	135156	864	-1	SPT_0150
genome	135723	135960	237	1	SPT_0151
genome	136257	136434	177	1	SPT_0152
genome	136587	136800	213	1	SPT_0153
genome	137215	137578	363	1	SPT_0154
genome	137960	139019	1059	1	SPT_0155
genome	139334	140312	978	1	SPT_0156
genome	140688	141063	375	1	SPT_0157
genome	141069	141252	183	1	SPT_0158
genome	141270	142173	903	1	SPT_0159
genome	142228	142582	354	1	SPT_0160
genome	142578	143307	729	1	SPT_0161
genome	144441	144681	240	1	SPT_0162
genome	145230	147405	2175	1	SPT_0163
genome	147657	147783	126	1	SPT_0164
genome	147805	148927	1122	1	SPT_0165
genome	149067	149523	456	1	SPT_0166
genome	149532	151446	1914	1	SPT_0167
genome	151577	151727	150	-1	SPT_0168
genome	151798	153478	1680	-1	SPT_0169
genome	153479	153713	234	-1	SPT_0170
genome	154038	154284	246	-1	SPT_0171
genome	154530	154683	153	-1	SPT_0172
genome	154684	154870	186	-1	SPT_0173
genome	155047	155731	684	1	SPT_0174
genome	155727	156165	438	1	SPT_0175
genome	156154	157165	1011	1	SPT_0176
genome	160947	161823	876	1	SPT_0181
genome	161909	163526	1617	1	SPT_0182
genome	163545	163701	156	1	SPT_0183
genome	164077	164302	225	1	SPT_0184
genome	164852	165053	201	1	SPT_0185
genome	166631	167495	864	1	SPT_0188
genome	167785	167983	198	1	SPT_0189
genome	168050	168716	666	1	SPT_0190
genome	168787	170014	1227	1	SPT_0191
genome	170289	170487	198	-1	SPT_0192
genome	170557	171214	657	1	SPT_0193
genome	171203	171527	324	1	SPT_0194
genome	171630	172461	831	1	SPT_0195
genome	172614	173469	855	1	SPT_0196
genome	173568	174942	1374	1	SPT_0197
genome	174934	175996	1062	1	SPT_0198
genome	175997	176690	693	1	SPT_0199
genome	176719	177289	570	-1	SPT_0200
genome	177423	178038	615	1	SPT_0201
genome	178087	179686	1599	1	SPT_0202
genome	179697	180984	1287	1	SPT_0203
genome	181035	181569	534	1	SPT_0204
genome	181646	182117	471	1	SPT_0205
genome	182422	183769	1347	-1	SPT_0206
genome	184117	185380	1263	-1	SPT_0207
genome	185689	186148	459	-1	SPT_0208
genome	186144	186585	441	-1	SPT_0209
genome	186672	186798	126	-1	SPT_0210
genome	186940	188890	1950	1	SPT_0211
genome	189214	189682	468	-1	SPT_0212
genome	189682	190888	1206	-1	SPT_0213
genome	190907	191543	636	-1	SPT_0214
genome	191527	192628	1101	-1	SPT_0215
genome	193032	193626	594	1	SPT_0216
genome	193635	194199	564	1	SPT_0217
genome	194195	194873	678	1	SPT_0218
genome	195009	196041	1032	-1	SPT_0219
genome	196295	196979	684	-1	SPT_0220
genome	196990	197935	945	-1	SPT_0221
genome	198095	199262	1167	-1	SPT_0222
genome	199346	200861	1515	-1	SPT_0223
genome	201021	201735	714	-1	SPT_0224
genome	201935	202118	183	1	SPT_0225
genome	202133	202760	627	1	SPT_0226
genome	203188	203584	396	1	SPT_0227
genome	203580	203781	201	1	SPT_0228
genome	203782	203998	216	1	SPT_0229
genome	203994	204336	342	1	SPT_0230
genome	204328	204610	282	1	SPT_0231
genome	204744	205611	867	1	SPT_0232
genome	205663	207133	1470	1	SPT_0233
genome	207485	207653	168	1	SPT_0234
genome	207736	208267	531	1	SPT_0235
genome	208715	208847	132	1	SPT_0236
genome	210042	210462	420	1	SPT_0237
genome	210950	213782	2832	1	SPT_0238
genome	213774	214836	1062	1	SPT_0239
genome	214967	215366	399	1	SPT_0240
genome	215431	216001	570	1	SPT_0241
genome	216087	216354	267	1	SPT_0242
genome	216357	216777	420	1	SPT_0243
genome	216792	217098	306	1	SPT_0244
genome	217405	218656	1251	1	SPT_0245
genome	218739	219195	456	1	SPT_0246
genome	219340	220873	1533	1	SPT_0247
genome	221130	222669	1539	1	SPT_0248
genome	222788	224996	2208	1	SPT_0249
genome	225027	225168	141	1	SPT_0250
genome	225179	225320	141	1	SPT_0251
genome	225363	225870	507	1	SPT_0252
genome	225862	226453	591	1	SPT_0253
genome	226449	227067	618	1	SPT_0254
genome	227332	227641	309	1	SPT_0255
genome	227857	228484	627	1	SPT_0256
genome	228508	229132	624	1	SPT_0257
genome	229131	229428	297	1	SPT_0258
genome	229445	230279	834	1	SPT_0259
genome	230382	230664	282	1	SPT_0260
genome	230675	231020	345	1	SPT_0261
genome	231032	231686	654	1	SPT_0262
genome	231689	232103	414	1	SPT_0263
genome	232112	232319	207	1	SPT_0264
genome	232343	232604	261	1	SPT_0265
genome	232629	232998	369	1	SPT_0266
genome	233075	233381	306	1	SPT_0267
genome	233404	233947	543	1	SPT_0268
genome	233964	234234	270	1	SPT_0269
genome	234518	234917	399	1	SPT_0270
genome	235108	235645	537	1	SPT_0271
genome	235728	236085	357	1	SPT_0272
genome	236102	236597	495	1	SPT_0273
genome	236610	236793	183	1	SPT_0274
genome	236937	237378	441	1	SPT_0275
genome	237390	238701	1311	1	SPT_0276
genome	238851	239490	639	1	SPT_0277
genome	239606	239825	219	1	SPT_0278
genome	239849	239966	117	1	SPT_0279
genome	239983	240298	315	1	SPT_0280
genome	240367	240751	384	1	SPT_0281
genome	240793	241729	936	1	SPT_0282
genome	241740	242127	387	1	SPT_0283
genome	242391	242658	267	1	SPT_0284
genome	242667	244005	1338	1	SPT_0285
genome	244191	244941	750	1	SPT_0286
genome	246678	247770	1092	-1	SPT_0289
genome	249120	249318	198	-1	SPT_0292
genome	249392	250169	777	-1	SPT_0293
genome	250290	251037	747	1	SPT_0294
genome	251049	252030	981	1	SPT_0295
genome	252224	252545	321	1	SPT_0296
genome	252590	252899	309	1	SPT_0297
genome	252915	254214	1299	1	SPT_0298
genome	254364	256803	2439	1	SPT_0299
genome	256821	257490	669	1	SPT_0300
genome	257507	258596	1089	1	SPT_0301
genome	259050	261552	2502	1	SPT_0302
genome	261690	262533	843	1	SPT_0303
genome	262588	263284	696	1	SPT_0304
genome	263295	263712	417	1	SPT_0305
genome	264752	265751	999	1	SPT_0306
genome	266534	267293	759	1	SPT_0308
genome	267301	268105	804	1	SPT_0309
genome	268126	269386	1260	1	SPT_0310
genome	269398	271252	1854	1	SPT_0311
genome	271351	272731	1380	1	SPT_0312
genome	272922	274731	1809	1	SPT_0313
genome	274849	275899	1050	1	SPT_0314
genome	275998	279796	3798	-1	SPT_0315
genome	280212	280626	414	1	SPT_0316
genome	280645	281116	471	1	SPT_0317
genome	281540	283622	2082	1	SPT_0318
genome	283725	288117	4392	1	SPT_0319
genome	288218	288482	264	1	SPT_0320
genome	288474	288753	279	1	SPT_0321
genome	288773	288926	153	1	SPT_0322
genome	288947	290189	1242	1	SPT_0323
genome	290198	290429	231	1	SPT_0324
genome	290651	291374	723	1	SPT_0325
genome	291590	292925	1335	1	SPT_0326
genome	292980	293892	912	-1	SPT_0327
genome	293915	294719	804	-1	SPT_0328
genome	294746	295736	990	-1	SPT_0329
genome	295968	296988	1020	-1	SPT_0330
genome	297096	297243	147	-1	SPT_0331
genome	297326	298139	813	-1	SPT_0332
genome	298274	299747	1473	1	SPT_0333
genome	299799	300507	708	1	SPT_0334
genome	300600	301578	978	1	SPT_0335
genome	301579	302902	1323	1	SPT_0336
genome	302882	303437	555	1	SPT_0337
genome	303479	304292	813	1	SPT_0338
genome	304336	304654	318	-1	SPT_0339
genome	305009	305456	447	1	SPT_0340
genome	305474	305867	393	1	SPT_0341
genome	305975	307196	1221	-1	SPT_0342
genome	307237	307507	270	-1	SPT_0343
genome	307514	308309	795	-1	SPT_0344
genome	308480	309254	774	-1	SPT_0345
genome	309328	310057	729	-1	SPT_0346
genome	310483	311803	1320	-1	SPT_0347
genome	311879	312350	471	-1	SPT_0348
genome	312362	312950	588	-1	SPT_0349
genome	313507	314119	612	-1	SPT_0350
genome	314165	314561	396	-1	SPT_0351
genome	315333	315516	183	1	SPT_0352
genome	315671	316010	339	1	SPT_0353
genome	316199	317636	1437	1	SPT_0354
genome	317687	317927	240	1	SPT_0355
genome	318056	318371	315	1	SPT_0356
genome	318494	320468	1974	1	SPT_0357
genome	320477	320792	315	1	SPT_0358
genome	320822	321329	507	1	SPT_0359
genome	321408	322755	1347	1	SPT_0360
genome	323135	323312	177	1	SPT_0361
genome	323712	325926	2214	1	SPT_0362
genome	326147	326624	477	-1	SPT_0363
genome	326846	330050	3204	1	SPT_0364
genome	331150	331780	630	-1	SPT_0366
genome	331789	332791	1002	-1	SPT_0367
genome	332821	333463	642	-1	SPT_0368
genome	333481	334297	816	-1	SPT_0369
genome	334568	335003	435	1	SPT_0370
genome	335014	336205	1191	1	SPT_0371
genome	336215	336707	492	1	SPT_0372
genome	336721	337501	780	1	SPT_0373
genome	337487	338306	819	1	SPT_0374
genome	338305	338599	294	1	SPT_0375
genome	338620	340522	1902	1	SPT_0376
genome	340581	341583	1002	1	SPT_0377
genome	341639	341762	123	1	SPT_0378
genome	341853	342432	579	-1	SPT_0379
genome	342458	342590	132	-1	SPT_0380
genome	342657	342792	135	-1	SPT_0381
genome	342795	343338	543	-1	SPT_0382
genome	343353	343548	195	-1	SPT_0383
genome	343713	344664	951	1	SPT_0384
genome	344676	344994	318	1	SPT_0385
genome	344997	347250	2253	1	SPT_0386
genome	347251	348232	981	1	SPT_0387
genome	348795	350901	2106	1	SPT_0388
genome	351195	351678	483	-1	SPT_0389
genome	351772	353257	1485	-1	SPT_0390
genome	353409	355017	1608	1	SPT_0391
genome	356436	357882	1446	1	SPT_0392
genome	357883	358615	732	1	SPT_0393
genome	358623	359316	693	1	SPT_0394
genome	359325	360009	684	1	SPT_0395
genome	360393	361392	999	1	SPT_0396
genome	361395	362139	744	1	SPT_0397
genome	362135	362960	825	1	SPT_0398
genome	362961	363840	879	1	SPT_0399
genome	363840	365178	1338	1	SPT_0400
genome	365200	366622	1422	1	SPT_0401
genome	366685	367774	1089	1	SPT_0402
genome	367812	368682	870	1	SPT_0403
genome	368682	369279	597	1	SPT_0404
genome	369288	370338	1050	1	SPT_0405
genome	370403	371255	852	1	SPT_0406
genome	372399	372522	123	-1	SPT_0408
genome	372723	374706	1983	1	SPT_0410
genome	375006	380310	5304	1	SPT_0411
genome	380475	382635	2160	-1	SPT_0412
genome	382631	383228	597	-1	SPT_0413
genome	383294	383822	528	1	SPT_0414
genome	383891	384233	342	1	SPT_0415
genome	384718	385876	1158	1	SPT_0416
genome	385888	387283	1395	1	SPT_0417
genome	387358	388783	1425	1	SPT_0418
genome	388794	389484	690	1	SPT_0419
genome	389581	390544	963	1	SPT_0420
genome	390562	391561	999	1	SPT_0421
genome	391678	392911	1233	-1	SPT_0422
genome	392953	393373	420	-1	SPT_0423
genome	393440	393779	339	-1	SPT_0424
genome	394648	394771	123	1	SPT_0425
genome	394892	395771	879	1	SPT_0426
genome	395752	396706	954	1	SPT_0427
genome	396692	397700	1008	1	SPT_0428
genome	397683	398694	1011	1	SPT_0429
genome	398771	399470	699	1	SPT_0430
genome	399466	400462	996	1	SPT_0431
genome	400475	401108	633	1	SPT_0432
genome	401108	401255	147	1	SPT_0433
genome	401701	401878	177	1	SPT_0435
genome	402027	402942	915	1	SPT_0436
genome	403234	403600	366	1	SPT_0437
genome	403793	405077	1284	1	SPT_0438
genome	405124	407491	2367	-1	SPT_0439
genome	407618	408233	615	-1	SPT_0440
genome	408236	409118	882	-1	SPT_0441
genome	409282	409507	225	1	SPT_0442
genome	409503	410052	549	1	SPT_0443
genome	410155	412492	2337	1	SPT_0444
genome	412834	414151	1317	1	SPT_0445
genome	414368	414917	549	1	SPT_0446
genome	415026	415926	900	1	SPT_0447
genome	415950	417225	1275	-1	SPT_0448
genome	417438	417810	372	-1	SPT_0449
genome	417812	419177	1365	-1	SPT_0450
genome	419354	419510	156	-1	SPT_0451
genome	419501	420287	786	1	SPT_0452
genome	420380	420815	435	1	SPT_0453
genome	420814	421789	975	1	SPT_0454
genome	421848	422073	225	1	SPT_0455
genome	422191	423166	975	1	SPT_0456
genome	423158	424079	921	1	SPT_0457
genome	424112	424844	732	1	SPT_0458
genome	424865	426101	1236	1	SPT_0459
genome	426103	426589	486	1	SPT_0460
genome	426585	427008	423	1	SPT_0461
genome	427019	428387	1368	1	SPT_0462
genome	428423	429290	867	1	SPT_0463
genome	429286	430054	768	1	SPT_0464
genome	430316	430502	186	1	SPT_0465
genome	430558	430693	135	1	SPT_0466
genome	430842	430971	129	1	SPT_0467
genome	431269	431692	423	-1	SPT_0468
genome	431684	432074	390	-1	SPT_0469
genome	432095	432656	561	-1	SPT_0470
genome	432823	433009	186	1	SPT_0471
genome	433033	434077	1044	-1	SPT_0472
genome	434200	435643	1443	-1	SPT_0473
genome	435642	437109	1467	-1	SPT_0474
genome	437108	437411	303	-1	SPT_0475
genome	437623	439168	1545	1	SPT_0476
genome	440195	440384	189	1	SPT_0478
genome	440540	440906	366	1	SPT_0479
genome	440908	442576	1668	1	SPT_0480
genome	442775	444476	1701	1	SPT_0481
genome	444468	444945	477	1	SPT_0482
genome	445010	446033	1023	1	SPT_0483
genome	446139	446376	237	1	SPT_0484
genome	446613	446970	357	1	SPT_0485
genome	447019	448270	1251	1	SPT_0486
genome	448411	448600	189	1	SPT_0487
genome	449140	449356	216	1	SPT_0488
genome	449464	450205	741	-1	SPT_0489
genome	450204	451770	1566	-1	SPT_0490
genome	451907	453797	1890	1	SPT_0492
genome	453793	453964	171	-1	SPT_0491
genome	454843	454966	123	-1	SPT_0494
genome	455221	456067	846	1	SPT_0495
genome	456059	456188	129	1	SPT_0496
genome	456213	457275	1062	-1	SPT_0497
genome	457622	459947	2325	1	SPT_0498
genome	460004	461267	1263	-1	SPT_0499
genome	461531	463061	1530	-1	SPT_0500
genome	463576	466237	2661	1	SPT_0501
genome	466459	468457	1998	1	SPT_0503
genome	468422	468725	303	-1	SPT_0502
genome	468773	469685	912	1	SPT_0504
genome	470023	470920	897	1	SPT_0505
genome	470988	471807	819	1	SPT_0506
genome	471835	472645	810	1	SPT_0507
genome	474157	474307	150	-1	SPT_0511
genome	474299	474584	285	-1	SPT_0512
genome	475180	475351	171	-1	SPT_0513
genome	476004	477228	1224	-1	SPT_0514
genome	477394	478717	1323	1	SPT_0515
genome	478718	480605	1887	1	SPT_0516
genome	480772	481117	345	1	SPT_0517
genome	481126	482539	1413	1	SPT_0518
genome	482607	484287	1680	1	SPT_0519
genome	484412	485852	1440	-1	SPT_0520
genome	485855	487205	1350	-1	SPT_0521
genome	487392	488241	849	1	SPT_0522
genome	488255	488804	549	1	SPT_0523
genome	488810	489068	258	1	SPT_0524
genome	489169	490852	1683	1	SPT_0525
genome	490836	491667	831	1	SPT_0526
genome	491859	492363	504	1	SPT_0527
genome	492815	493379	564	1	SPT_0528
genome	493392	494019	627	1	SPT_0529
genome	494045	494435	390	1	SPT_0530
genome	494439	494889	450	1	SPT_0531
genome	495016	495604	588	1	SPT_0532
genome	495993	497601	1608	1	SPT_0533
genome	498159	499791	1632	-1	SPT_0534
genome	500151	505020	4869	1	SPT_0535
genome	505109	506306	1197	1	SPT_0536
genome	506441	506969	528	1	SPT_0537
genome	507045	507402	357	1	SPT_0538
genome	507438	508785	1347	1	SPT_0539
genome	508880	509000	120	-1	SPT_0540
genome	508964	509114	150	1	SPT_0541
genome	509566	510847	1281	1	SPT_0543
genome	510794	512360	1566	-1	SPT_0542
genome	512359	513823	1464	-1	SPT_0544
genome	513835	516169	2334	-1	SPT_0545
genome	516519	516648	129	-1	SPT_0546
genome	516776	517286	510	1	SPT_0547
genome	517449	518484	1035	1	SPT_0548
genome	518510	519035	525	1	SPT_0549
genome	519514	521338	1824	1	SPT_0550
genome	521350	521704	354	1	SPT_0551
genome	521908	523045	1137	1	SPT_0552
genome	523366	523561	195	-1	SPT_0553
genome	523722	524010	288	-1	SPT_0554
genome	524019	524430	411	-1	SPT_0555
genome	524497	525229	732	1	SPT_0556
genome	525225	526275	1050	1	SPT_0557
genome	526442	526772	330	-1	SPT_0558
genome	527067	528414	1347	-1	SPT_0559
genome	528755	529094	339	1	SPT_0560
genome	529098	529836	738	1	SPT_0561
genome	529848	531189	1341	1	SPT_0562
genome	531428	532775	1347	-1	SPT_0563
genome	532941	533097	156	-1	SPT_0564
genome	533153	534515	1362	-1	SPT_0565
genome	536058	536307	249	1	SPT_0568
genome	536322	536532	210	1	SPT_0569
genome	537733	538309	576	1	SPT_0570
genome	538535	538724	189	1	SPT_0571
genome	538819	539158	339	1	SPT_0572
genome	540313	540547	234	1	SPT_0576
genome	541055	541745	690	1	SPT_0577
genome	542170	542782	612	1	SPT_0579
genome	542942	543737	795	1	SPT_0580
genome	543733	544369	636	1	SPT_0581
genome	544494	544974	480	1	SPT_0582
genome	545017	546154	1137	1	SPT_0583
genome	546175	546469	294	1	SPT_0584
genome	546461	546761	300	1	SPT_0585
genome	546777	549570	2793	1	SPT_0586
genome	549820	550171	351	1	SPT_0587
genome	550449	551229	780	1	SPT_0588
genome	551230	551413	183	1	SPT_0589
genome	551409	551562	153	1	SPT_0590
genome	551691	551844	153	-1	SPT_0591
genome	551874	552108	234	1	SPT_0592
genome	552107	553442	1335	1	SPT_0593
genome	553451	553706	255	1	SPT_0594
genome	553801	554197	396	1	SPT_0595
genome	554609	555059	450	1	SPT_0596
genome	555045	555606	561	1	SPT_0597
genome	555605	556184	579	1	SPT_0598
genome	556176	558828	2652	1	SPT_0599
genome	558908	559073	165	1	SPT_0600
genome	561105	561909	804	1	SPT_0602
genome	562024	562858	834	-1	SPT_0603
genome	563355	563538	183	1	SPT_0605
genome	563837	564677	840	1	SPT_0606
genome	564694	566533	1839	1	SPT_0607
genome	566545	567961	1416	1	SPT_0608
genome	568510	569599	1089	1	SPT_0609
genome	569598	570108	510	1	SPT_0610
genome	570184	572590	2406	1	SPT_0611
genome	572657	573659	1002	-1	SPT_0612
genome	574334	574601	267	1	SPT_0614
genome	574861	577111	2250	1	SPT_0615
genome	577174	578041	867	1	SPT_0616
genome	578725	580939	2214	1	SPT_0617
genome	580954	581572	618	1	SPT_0618
genome	581583	582468	885	1	SPT_0619
genome	582554	583898	1344	1	SPT_0620
genome	583890	584277	387	1	SPT_0621
genome	584280	585165	885	1	SPT_0622
genome	585212	585329	117	1	SPT_0623
genome	585301	585901	600	1	SPT_0624
genome	586046	586220	174	1	SPT_0625
genome	586570	587848	1278	1	SPT_0626
genome	587860	588508	648	1	SPT_0627
genome	588559	589939	1380	1	SPT_0628
genome	590249	590906	657	1	SPT_0629
genome	590902	592231	1329	1	SPT_0630
genome	592371	593253	882	1	SPT_0631
genome	593573	594764	1191	-1	SPT_0632
genome	594907	595567	660	-1	SPT_0633
genome	595576	596254	678	-1	SPT_0634
genome	596266	597061	795	-1	SPT_0635
genome	597071	597830	759	-1	SPT_0636
genome	598106	600329	2223	1	SPT_0637
genome	600503	602165	1662	1	SPT_0638
genome	602233	603013	780	1	SPT_0639
genome	603124	604345	1221	1	SPT_0640
genome	604349	605582	1233	1	SPT_0641
genome	605660	606362	702	1	SPT_0642
genome	606401	608246	1845	1	SPT_0643
genome	608277	609069	792	1	SPT_0644
genome	609250	610051	801	-1	SPT_0645
genome	610221	610827	606	1	SPT_0646
genome	610839	612240	1401	1	SPT_0647
genome	612293	612872	579	1	SPT_0648
genome	613031	613184	153	1	SPT_0649
genome	613199	613319	120	1	SPT_0650
genome	613489	614815	1326	1	SPT_0651
genome	614912	615950	1038	1	SPT_0652
genome	615951	616413	462	1	SPT_0653
genome	616430	617147	717	1	SPT_0654
genome	617186	617324	138	-1	SPT_0655
genome	617455	617881	426	1	SPT_0656
genome	618088	618778	690	1	SPT_0657
genome	619369	619516	147	-1	SPT_0658
genome	619673	619892	219	1	SPT_0659
genome	620290	620527	237	1	SPT_0660
genome	620936	621929	993	1	SPT_0661
genome	621930	622749	819	1	SPT_0662
genome	622750	623536	786	1	SPT_0663
genome	624767	631199	6432	1	SPT_0666
genome	631830	632307	477	1	SPT_0667
genome	632344	632650	306	1	SPT_0668
genome	632697	634173	1476	1	SPT_0669
genome	634567	641269	6702	1	SPT_0670
genome	641516	641747	231	-1	SPT_0671
genome	641715	642129	414	-1	SPT_0672
genome	642128	642374	246	-1	SPT_0673
genome	642584	642944	360	-1	SPT_0674
genome	643976	644534	558	1	SPT_0677
genome	644526	644781	255	1	SPT_0678
genome	644792	646847	2055	1	SPT_0679
genome	647025	647886	861	1	SPT_0680
genome	648096	648807	711	1	SPT_0682
genome	648826	649393	567	1	SPT_0683
genome	649403	650516	1113	1	SPT_0684
genome	650738	651476	738	1	SPT_0685
genome	651472	653164	1692	1	SPT_0686
genome	653279	653843	564	1	SPT_0687
genome	653864	659573	5709	1	SPT_0688
genome	659633	661355	1722	1	SPT_0689
genome	661355	661973	618	1	SPT_0690
genome	662022	663021	999	1	SPT_0691
genome	663147	664107	960	1	SPT_0692
genome	664203	665043	840	1	SPT_0693
genome	665089	665260	171	-1	SPT_0694
genome	665380	666265	885	1	SPT_0695
genome	666257	667496	1239	1	SPT_0696
genome	667488	668112	624	1	SPT_0697
genome	668126	669056	930	1	SPT_0698
genome	669076	669832	756	1	SPT_0699
genome	669885	670854	969	-1	SPT_0700
genome	670857	671127	270	1	SPT_0701
genome	671126	671507	381	1	SPT_0702
genome	671595	671823	228	1	SPT_0703
genome	671862	672588	726	-1	SPT_0704
genome	672749	674591	1842	1	SPT_0705
genome	674610	674865	255	1	SPT_0706
genome	675229	675529	300	1	SPT_0707
genome	675599	677621	2022	1	SPT_0708
genome	677622	678264	642	1	SPT_0709
genome	678367	679720	1353	1	SPT_0710
genome	679721	680780	1059	1	SPT_0711
genome	680789	682010	1221	1	SPT_0712
genome	682242	682944	702	1	SPT_0713
genome	682977	683610	633	1	SPT_0714
genome	684070	684193	123	1	SPT_0715
genome	684288	685053	765	1	SPT_0716
genome	685001	685535	534	1	SPT_0717
genome	685807	686512	705	1	SPT_0718
genome	686508	687156	648	1	SPT_0719
genome	688870	689062	192	-1	SPT_0723
genome	690633	691257	624	-1	SPT_0726
genome	691216	691897	681	-1	SPT_0727
genome	692111	692258	147	1	SPT_0728
genome	692385	693876	1491	1	SPT_0729
